CVE ID,Hash value,CWE ID,Software,Type of patch statements,Patch statement function,Critical variables,Vulnerability-triggered function,Vulnerability-triggered line numbers,Vulnerability-triggered statements,Type of vulnerability-triggered statements,List of functions from to-be-patched function to vulnerability-triggered function,Cross-function or not,Type of cross-function vulnerabilities,The number of cross-function layers
CVE-2017-12997,34cec721d39c76be1e0a600829a7b17bdfb832b6,CWE-835,tcpdump,"P-6;
P-11;",lldp_private_8021_print,"[""i""]",lldp_private_8021_print,788,"[""while (i < sublen) {;""]",T-7;,lldp_private_8021_print,No,None,1
CVE-2017-14058,7ec414892ddcad88313848494b6fc5f437c9ca4a,CWE-835,ffmpeg,"P-1;
P-5;
P-9;",read_data,[],read_data,1324,"[""goto reload;""]",T-8;,read_data,No,None,1
CVE-2017-5973,f89b60f6e5fee3923bedf80e82b4e5efc1bb156b,CWE-835,qemu,"P-1;
P-3;
P-9;
P-11;","xhci_ring_fetch
xhci_kick_epctx
xhci_process_commands",[],xhci_kick_epctx,"[2230, 2749]","[""while (1) {;"", ""while ((type= xhci_ring_fetch(xhci, & xhci->cmd_ring, & trb, & addr))) {;""]",T-7;,xhci_kick_epctx,No,None,1
CVE-2017-6505,95ed56939eb2eaa4e2f349fe6dcd13ca4edfd8fb,CWE-835,qemu,"P-1;
P-3;
P-9;
P-11;",ohci_service_ed_list,"[""link_cnt""]",ohci_service_ed_list,1193,"[""for (cur= head;"", ""cur;"", ""cur= next_ed) {;""]",T-7;,ohci_service_ed_list,No,None,1
CVE-2018-1999012,9807d3976be0e92e4ece3b4b1701be894cd7c2e1,CWE-835,ffmpeg,"P-9;
P-11;",read_part_of_packet,"[""pb""]",read_part_of_packet,143,"[""goto recover;""]",T-8;,read_part_of_packet,No,None,1
CVE-2018-20467,db0add932fb850d762b02604ca3053b7d7ab6deb,CWE-835,ImageMagick,"P-1;
P-10;",ReadBMPImage,"[""bmp_info"", ""number_colors"", ""offset""]",ReadBMPImage,587,"[""do;""]",T-7;,ReadBMPImage,No,None,1
CVE-2018-7751,a6cba062051f345e8ebfdff34aba071ed73d923f,CWE-835,ffmpeg,"P-2;
P-9;",svg_probe,"[""b""]",svg_probe,883,"[""while (b < end) {;""]",T-7;,svg_probe,No,None,1
CVE-2011-3929,5a396bb3a66a61a68b80f2369d0249729bf85e04,CWE-119,ffmpeg,"P-4;
P-9;",avpriv_dv_produce_packet,"[""ppcm""]",avpriv_dv_produce_packet,152,"[""pcm[of * 2]= frame[d + 1];""]",T-2;,avpriv_dv_produce_packet,No,None,1
CVE-2011-3940,5c011706bc752d34bc6ada31d7df2ca0c9af7c6b,CWE-119,ffmpeg,P-10;,nsv_read_chunk,"[""s"", ""streams"", ""st [ ]""]",nsv_read_chunk,"[615, 628]","[""nst= st[NSV_ST_VIDEO]->priv_data;"", ""nst= st[NSV_ST_AUDIO]->priv_data;""]",T-2;,nsv_read_chunk,No,None,1
CVE-2011-3940,8fd8a48263ff1437f9d02d7e78dc63efb9b5ed3a,CWE-119,ffmpeg,"P-2;
P-9;
P-11;",nsv_parse_NSVf_header,"[""p"", ""strings""]",nsv_parse_NSVf_header,319,"[""avio_read(pb, strings, strings_size);""]",T-3;,nsv_parse_NSVf_header,No,None,1
CVE-2011-3945,807a045ab7f51993a2c1b3116016cbbd4f3d20d6,CWE-119,ffmpeg,"P-6;
P-10;",decode_frame,"[""offsets""]",decode_frame,92,"[""if (offsets[oidx] < 0) {;""]",T-2;,decode_frame,No,None,1
CVE-2011-3951,ce7aee9b733134649a6ce2fa743e51733f33e67e,CWE-119,ffmpeg,"P-1;
P-9;
P-11;",dpcm_decode_frame,"[""stereo"", ""buf_size""]",dpcm_decode_frame,233,"[""* output_samples++ = predictor[ch];""]",T-3;,dpcm_decode_frame,No,None,1
CVE-2012-0847,ae21776207e8a2bbe268e7c9e203f7599dd87ddb,CWE-119,ffmpeg,P-10;,avfilter_filter_samples,"[""i""]",avfilter_filter_samples,682,"[""memcpy(link->cur_buf->data[i], samplesref->data[i], samplesref->linesize[0]);""]",T-2;,avfilter_filter_samples,No,None,1
CVE-2012-0848,5257743aee0c3982f0079e6553aabc6aa39401d2,CWE-119,ffmpeg,P-2;,ws_snd_decode_frame,"[""smp""]",ws_snd_decode_frame,134,"[""* samples++ = sample;""]",T-3;,ws_snd_decode_frame,No,None,1
CVE-2012-0850,944f5b2779e4aa63f7624df6cd4de832a53db81b,CWE-119,ffmpeg,P-10;,sbr_qmf_synthesis,"[""v_off""]",sbr_qmf_synthesis,1205,"[""v[n]= mdct_buf[0][63 - 2 * n];""]",T-3;,sbr_qmf_synthesis,No,None,1
CVE-2012-0851,7fff64e00d886fde11d61958888c82b461cf99b9,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",ff_h264_decode_seq_parameter_set,"[""sps"", ""chroma_format_idc""]",ff_h264_decode_seq_parameter_set,463,"[""((const char *[]) {\""Gray\"", \""420\"", \""422\"", \""444\""})[sps->chroma_format_idc],;""]",T-2;,ff_h264_decode_seq_parameter_set,No,None,1
CVE-2012-0854,6d8e6fe9dbc365f50521cf0c4a5ffee97c970cb5,CWE-119,ffmpeg,P-2;,dpcm_decode_frame,"[""uint8_t"", ""* output_samples_u8""]",dpcm_decode_frame,297,"[""* output_samples_u8++ = s->sample[0];""]",T-3;,dpcm_decode_frame,No,None,1
CVE-2012-0855,3eedf9f716733b3b4c5205726d2c1ca52b3d3d78,CWE-119,ffmpeg,"P-1;
P-9;",get_sot,"[""s"", ""curtileno""]",get_sot,437,"[""memcpy(tile->codsty, s->codsty, s->ncomponents * sizeof (J2kCodingStyle));""]",T-1;,get_sot,No,None,1
CVE-2012-0856,21270cffaeab2f67a613907516b2b0cd6c9eacf4,CWE-119,ffmpeg,"P-4;
P-10;",MPV_frame_start,"[""s"", ""width"", ""heigth""]",MPV_frame_start,"[1235, 1236]","[""for (i= 0;"", ""i < s->height;"", ""i++);"", ""memset(s->last_picture_ptr->f.data[0] + s->last_picture_ptr->f.linesize[0] * i, 16, s->width);""]",T-1;,MPV_frame_start,No,None,1
CVE-2012-0859,6fcf2bb8af0e7d6bb179e71e67e5fab8ef0d2ec2,CWE-119,ffmpeg,P-8;,render_line,"[""y0""]",render_line,188,"[""buf[x0]= ff_vorbis_floor1_inverse_db_table[y0];""]",T-2;,render_line,No,None,1
CVE-2012-2774,59a4b73531428d2f420b4dad545172c8483ced0f,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",ff_MPV_frame_start,"[""avctx""]",ff_MPV_frame_start,1249,"[""memset(s->last_picture_ptr->f.data[0] + s->last_picture_ptr->f.linesize[0] * i, 16, avctx->width);""]",T-1;,ff_MPV_frame_start,No,None,1
CVE-2012-6616,68e48ed72e0597ae61bc3e9e6e6d9edcb1a00073,CWE-119,ffmpeg,P-2;,mov_text_decode_frame,"[""end""]",av_bprint_chars,122,"[""if (av_bprint_alloc(buf, n));""]",T-1;,"mov_text_decode_frame
text_to_ass
av_bprint_chars",Yes,caller type,3
CVE-2012-6618,e74cd2f4706f71da5e9205003c1d8263b54ed3fb,CWE-119,ffmpeg,P-2;,av_probe_input_buffer,"[""pd"", ""buf_size""]",av_probe_input_buffer,505,"[""memset(pd.buf + pd.buf_size, 0, AVPROBE_PADDING_SIZE);""]",T-1;,av_probe_input_buffer,No,None,1
CVE-2013-0847,10416a4d56fa8a89784e4fb62099c3cab17a9952,CWE-119,ffmpeg,P-10;,ff_id3v2_parse,"[""b"", ""-"", ""buffer中的b和buffer""]",ff_id3v2_parse,"[708, 711]","[""* b++ = avio_r8(s->pb);"", ""* b++ = val ? val : avio_r8(s->pb);""]",T-3;,ff_id3v2_parse,No,None,1
CVE-2013-0848,6abb9a901fca27da14d4fffbb01948288b5da3ba,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",decode_init,"[""avctx"", ""width""]",alloc_temp,398,"[""s->temp[0]= av_mallocz(4 * s->width + 16);""]",T-2;,"decode_init
alloc_temp",Yes,caller type,2
CVE-2013-0850,d6c184880ee2e09fd68c0ae217173832cee5afc1,CWE-119,ffmpeg,P-2;,decode_slice_header,"[""h"", ""ref_count""]",_decode_ref_pic_list_reordering,196,"[""memcpy(h->ref_list[list], h->default_ref_list[list], sizeof (Picture) * h->ref_count[list]);""]",T-1;,"decode_slice_header
_decode_ref_pic_list_reordering",Yes,caller type,2
CVE-2013-0851,63ac64864c6e0e84355aa3caa5b92208997a9a8d,CWE-119,ffmpeg,P-10;,decode_frame,"[""buf_size""]",decode_frame,254,"[""height= AV_RL16(& buf[10]);""]",T-2;,decode_frame,No,None,1
CVE-2013-0852,c0d68be555f5858703383040e04fcd6529777061,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",parse_picture_segment,"[""buf_size"", ""rle_bitmap_len""]",parse_picture_segment,233,"[""memcpy(ctx->pictures[picture_id].rle, buf, buf_size);""]",T-1;,parse_picture_segment,No,None,1
CVE-2013-0861,43c6b45a53a186a187f7266e4d6bd3c2620519f1,CWE-119,ffmpeg,P-2;,avcodec_decode_audio4,"[""channels""]",avcodec_decode_audio4,1698,"[""memcpy(samples, frame.extended_data[0], plane_size);""]",T-1;,avcodec_decode_audio4,No,None,1
CVE-2013-0863,89e16e675d3cbe76cf4581f98bf4ac300cab0286,CWE-119,ffmpeg,"P-1;
P-3;
P-9;",old_codec47,"[""decoded_size""]",old_codec47,320,"[""memset(dst, color, run_len);""]",T-1;,old_codec47,No,None,1
CVE-2013-0865,f3d16706060ab6ae6dc78f15359fab3fd87c9495,CWE-119,ffmpeg,"P-3;
P-9;
P-11;",vqa_decode_chunk,"[""chunk_size""]",vqa_decode_chunk,"[541, 564]","[""bytestream2_get_buffer(& s->gb, & s->next_codebook_buffer[s->next_codebook_buffer_index], chunk_size);"", ""bytestream2_get_buffer(& s->gb, & s->next_codebook_buffer[s->next_codebook_buffer_index], chunk_size);""]",T-3;,vqa_decode_chunk,No,None,1
CVE-2013-0868,6baa54924980e1f0e8121e4715d16ed1adcd2a23,CWE-119,ffmpeg,"P-3;
P-5;
P-9;","generate_joint_tables
read_huffman_tables
read_old_huffman_tables","[""i""]",generate_joint_tables,161,"[""len[i]= len0 + len1 + len2;""]",T-2;,generate_joint_tables,No,None,1
CVE-2017-0375,79b59a2dfcb68897ee89d98587d09e55f07e68d7,CWE-617,tor,"P-1;
P-3;
P-4;",connection_exit_begin_conn,"[""layer_hint""]",relay_send_command_from_edge_,615,"[""tor_assert(cpath_layer);"", ""tor_assert是一个define定义的函数，是否要到define处？最后是一个abort ();""]",T-5;,"connection_exit_begin_conn
relay_send_end_cell_from_edge
relay_send_command_from_edge
relay_send_command_from_edge_",Yes,caller type,4
CVE-2017-0376,56a7c5bc15e0447203a491c1ee37de9939ad1dcd,CWE-617,tor,P-10;,connection_edge_process_relay_cell,"[""circ"", ""purpose""]",assert_circuit_ok,1781,"[""tor_assert(!or_circ || !or_circ->rend_splice);""]",T-5;,"connection_edge_process_relay_cell
connection_exit_begin_conn
assert_circuit_ok",Yes,caller type,3
CVE-2017-11368,ffb35baac6981f9e8914f8f3bffd37f284b85970,CWE-617,krb5,"P-1;
P-3;
P-10;",finish_process_as_req,"[""state"", ""status""]",finish_process_as_req,370,"[""assert(state->status != 0);""]",T-5;,finish_process_as_req,No,None,1
CVE-2017-12168,9e3f7a29694049edd728e2400ab57ad7553e5aa9,CWE-617,linux,"P-1;
P-3;
P-9;
P-11;",access_pmu_evcntr,"[""r"", ""CRn"", ""CRm""]",access_pmu_evcntr,"[600, 609]","[""BUG();"", ""BUG();""]",T-5;,access_pmu_evcntr,No,None,1
CVE-2018-1068,b71812168571fa55e44cdd0254471331b9c4c4c6,CWE-787,Linux,P-9;,"ebt_size_mwt
size_entry_mwt","[""type"", ""size_left""]",compat_mtw_from_user,"[1962, 1964]","[""match->compat_from_user(dst, mwt->data);"", ""memcpy(dst, mwt->data, match_size);""]",T-1;,"ebt_size_mwt
compat_mtw_from_user",Yes,caller type,2
CVE-2018-10878,77260807d1170a8cf35dbb06e07461a655f67eee,CWE-787,Linux,,ext4_check_descriptors,"[""block_bitmap"", ""inode_bitmap"", ""inode_table"", ""last_bg_block""]",ext4_fill_super,4075,"[""memcpy(& sb->s_uuid, es->s_uuid, sizeof (es->s_uuid));""]",T-1;,"ext4_check_descriptors
ext4_fill_super",Yes,callee type,2
CVE-2018-10882,c37e9e013469521d9adb932d17a1795c139b36db,CWE-787,Linux,"P-9;
P-10;",__ext4_get_inode_loc,"[""inode"", ""i_ino""]",ext4_get_group_desc(),299,"[""if (!sbi->s_group_desc[group_desc]) {;""]",T-2;,"__ext4_get_inode_loc
ext4_get_group_desc()",Yes,caller type,2
CVE-2014-4344,524688ce87a15fc75f87efc8c039ba4c7d5c197b,CWE-476,krb5,"P-2;
P-10;",acc_ctx_cont,"[""ent""]",acc_ctx_cont,318,"[""if ((st= populate_policy(context, ld, ent, pol_name, * policy)) != 0);""]",T-15;,acc_ctx_cont,No,None,1
CVE-2017-15274,5649645d725c73df4302428ee4e02c869248b4c5,CWE-476,linux,P-10;,"SYSCALL_DEFINE5
keyctl_update_key","[""_payload""]",,233,"[""tag= data[dp++];""]",T-2;,"SYSCALL_DEFINE5
key_create_or_update
pkcs7_preparse
verify_pkcs7_signature
pkcs7_parse_message
asn1_ber_decoder
",Yes,caller type,6
CVE-2017-18255,1572e45a924f254d9570093abde46430c3172e3d,CWE-190,linux,P-2;,perf_cpu_time_max_percent_handler,"[""buffer""]",do_proc_dointvec_conv,"[2109, 2113]","[""* valp= - * lvalp;"", ""* valp= * lvalp;""]",T-4;,"perf_cpu_time_max_percent_handler
proc_dointvec
do_proc_dointvec
__do_proc_dointvec
do_proc_dointvec_conv",Yes,caller type,5
CVE-2017-18257,b86e33075ed1909d8002745b56ecf73b833db143,CWE-190,linux,P-2;,__get_data_block,"[""bh"", ""b_size""]",__get_data_block,"[967, 1051]","[""bh->b_size= map.m_len << inode->i_blkbits;"", ""goto prep_next;""]",T-4;,__get_data_block,No,None,1
CVE-2017-18344,cef31d9af908243421258f1df35a4a644604efbe,CWE-125,linux,"P-2;
P-9;
P-11;","good_sigevent
common_timer_get
common_timer_set","[""event"", ""sigev_notify""]",show_timer,2274,"[""seq_printf(m, \""notify : % s / % s.% d\\n\"", nstr[notify & ~SIGEV_THREAD_ID], (notify & SIGEV_THREAD_ID) ? \""tid\"" : \""pid\"", pid_nr_ns(timer->it_pid, tp->ns));""]",T-2;,"good_sigevent
show_timer",Yes,callee type,2
CVE-2017-2634,f53dc67c5e7babafe239b93a11678b0e05bead51,CWE-119,linux,P-2;,dccp_send_reset,"[""sk""]",dccp_send_reset,1141,"[""struct sk_buff * skb= alloc_skb(size, priority);""]",T-1;,dccp_send_reset,No,None,1
CVE-2017-5547,6d104af38b570d37aa32a5803b04c354f8ed513d,CWE-119,linux,"P-1;
P-3;
P-6;
P-9;
P-11;","k90_backlight_get
k90_record_led_get
k90_show_macro_mode
k90_show_current_profile","[""data""]",k90_backlight_get,163,"[""brightness= data[4];"", ""（下面还有三个代码相同的sink点）;""]",T-2;,k90_backlight_get,No,None,1
CVE-2017-5548,05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655,CWE-119,linux,"P-1;
P-3;
P-6;
P-9;
P-11;","atusb_read_reg
atusb_get_and_show_revision
atusb_get_and_show_build","[""build"", ""buffer""]",atusb_read_reg,"[619, 647]","[""atusb->fw_ver_maj= buffer[0];"", ""build[ret]= 0;""]",T-2;,atusb_read_reg,No,None,1
CVE-2017-5576,0f2ff82e11c86c05d051cae32b58226392d33bbf,CWE-190,linux,P-10;,vc4_get_bcl,"[""shader_rec_offset""]",vc4_get_bcl,627,"[""if (copy_from_user(bin, (void __user *) (uintptr_t) args->bin_cl, args->bin_cl_size));""]",T-1;,vc4_get_bcl,No,None,1
CVE-2017-6347,ca4ef4574f1ee5252e2cd365f8f5d5bafd048f32,CWE-125,linux,"P-1;
P-2;",ip_cmsg_recv_checksum,[],do_csum,77,"[""buff+= 4;""]",T-3;,"ip_cmsg_recv_checksum
csum_partial
do_csum",Yes,caller type,3
CVE-2017-7482,5f2f97656ada8d811d3c1bef503ced266fcd53a0,CWE-190,linux,"P-2;
P-4;
P-10;","rxrpc_krb5_decode_principal
rxrpc_krb5_decode_tagged_data
rxrpc_krb5_decode_ticket
rxrpc_preparse_xdr","[""tmp""]",rxrpc_krb5_decode_principal,258,"[""toklen-= tmp;""]",T-3;,rxrpc_krb5_decode_principal,No,None,1
CVE-2017-7541,8f44c9a41386729fea410e688959ddaa9d51be7c,CWE-119,linux,"P-1;
P-3;
P-9;
P-11;",brcmf_cfg80211_mgmt_tx,"[""len""]",brcmf_cfg80211_mgmt_tx,4962,"[""memcpy(action_frame->data, & buf[DOT11_MGMT_HDR_LEN], le16_to_cpu(action_frame->len));""]",T-1;,brcmf_cfg80211_mgmt_tx,No,None,1
CVE-2017-7542,6399f1fae4ec29fab5ec76070435555e256ca3a6,CWE-190,linux,"P-1;
P-2;
P-5;
P-9;
P-11;",ip6_find_1stfragopt,"[""offset""]",ip6_find_1stfragopt,114,"[""offset+= ipv6_optlen(exthdr);""]",T-4;,ip6_find_1stfragopt,No,None,1
CVE-2019-9003,77f8269606bf95fcb232ee86f6da80886f1dfae8,CWE-416,linux,P-4;,"free_user
ipmi_destroy_user","[""user"", ""release_barrier""]",acquire_ipmi_user,223,"[""* index= srcu_read_lock(& user->release_barrier);""]",T-13;,"ipmi_destroy_user
acquire_ipmi_user",Yes,callee type,2
CVE-2017-13018,26a6799b9ca80508c05cac7a9a3bef922991520b,CWE-125,tcpdump,P-9;,pgm_print,"[""bp""]",pgm_print,460,"[""opt_type= * bp++;""]",T-3;,pgm_print,No,None,1
CVE-2017-13019,4601c685e7fd19c3724d5e499c69b8d3ec49933e,CWE-125,tcpdump,"P-2;
P-9;
P-10;",pgm_print,"[""bp"", ""opts_len""]",pgm_print,486,"[""ND_PRINT((ndo, \"" OPTS LEN(extra ?) % d\"", EXTRACT_16BITS(bp)));"", ""/ / EXTRACT_16BITS从bp中提取16位也就是两个字节的数据，相当于对于bp的访问;""]",T-3;,pgm_print,No,None,1
CVE-2017-13020,c5dd7bef5e54da5996dc4713284aa6266ae75b75,CWE-125,tcpdump,P-3;,vtp_print,"[""tptr""]",vtp_print,"[226, 246]","[""ND_PRINT((ndo, \"", Config Rev % x\"", EXTRACT_32BITS(tptr)));"", ""len= * tptr;""]",T-3;,vtp_print,No,None,1
CVE-2017-13021,67c7126062d59729cd421bb38f9594015c9907ba,CWE-125,tcpdump,P-3;,icmp6_print,"[""dp"", ""icmp6_data16""]",icmp6_print,1003,"[""ND_TCHECK(dp->icmp6_seq);""]",T-3;,icmp6_print,No,None,1
CVE-2017-13022,eee0b04bcfdae319c242b0b8fc3d07029ee65b8c,CWE-125,tcpdump,"P-9;
P-11;","ip_printroute
ip_optprint","[""cp [ 2 ]"", ""cp [ len ]""]",getname6,245,"[""memcpy(& addr, ap, sizeof (addr));""]",T-1;,"ip_printroute
getname6",Yes,caller type,2
CVE-2017-13023,b8e559afaeb8fe0604a1f8e3ad4dc1445de07a00,CWE-125,tcpdump,P-3;,mobility_opt_print,"[""bp [ i + 2 ]""]",mobility_opt_print,154,"[""EXTRACT_16BITS(& bp[i + 2]) << 2));""]",T-3;,mobility_opt_print,No,None,1
CVE-2017-13024,7d3aba9f06899d0128ef46e8a2fa143c6fad8f62,CWE-125,tcpdump,P-3;,mobility_opt_print,"[""bp [ i + 2 ]"", ""bp [ i + 4 ]""]",mobility_opt_print,"[170, 171]","[""EXTRACT_16BITS(& bp[i + 2]),;"", ""EXTRACT_16BITS(& bp[i + 4])));""]",T-3;,mobility_opt_print,No,None,1
CVE-2017-13025,5338aac7b8b880b0c5e0c15e27dadc44c5559284,CWE-125,tcpdump,P-3;,mobility_opt_print,"[""bp [ i + 2 ]""]",getname6,245,"[""memcpy(& addr, ap, sizeof (addr));""]",T-3;,"mobility_opt_print
getname6",Yes,caller type,2
CVE-2017-13026,b20e1639dbac84b3fcb393858521c13ad47a9d70,CWE-125,tcpdump,"P-1;
P-2;
P-3;
P-4;
P-9;
P-10;","isis_print_mt_port_cap_subtlv
isis_print_mt_capability_subtlv","[""tptr""]",isis_print_mt_port_cap_subtlv,"[1406, 1514]","[""stlv_type= * (tptr++);""]",T-3;,isis_print_mt_port_cap_subtlv,No,None,1
CVE-2017-13027,a77ff09c46560bc895dea11dc9fe643486b056ac,CWE-125,tcpdump,P-10;,lldp_mgmt_addr_tlv_print,"[""tlen""]",safeputs,920,"[""while (idx < maxlen && * s) {;""]",T-3;,"lldp_mgmt_addr_tlv_print
safeputs",Yes,caller type,2
CVE-2017-13028,29e5470e6ab84badbc31f4532bb7554a796d9d52,CWE-125,tcpdump,P-3;,bootp_print,"[""bp"", ""bp_flags""]",bootp_print,326,"[""bittok2str(bootp_flag_values, \""none\"", EXTRACT_16BITS(& bp->bp_flags))));""]",T-3;,bootp_print,No,None,1
CVE-2017-13029,7029d15f148ef24bb7c6668bc640f5470d085e5a,CWE-125,tcpdump,P-4;,"print_lcp_config_options
print_ipcp_config_options
print_ccp_config_options
print_bacp_config_options","[""p""]",print_lcp_config_options,"[1254, 1265]","[""ND_PRINT((ndo, \"" : Features : % u, PxP : % s, History : % u, #CTX - ID : % u\"", (p[2] & 0xc0) >> 6, (p[2] & 0x20) ? \""Enabled\"" : \""Disabled\"", p[2] & 0x1f, p[3]));"", ""ND_PRINT((ndo, \"" : Window : % uK, Method : % s(0x % x), MBZ : % u, CHK : % u\"", (p[2] & 0xf0) >> 4, ((p[2] & 0x0f)= == 8) ? \""zlib\"" : \""unknown\"", p[2] & 0x0f, (p[3] & 0xfc) >> 2, p[3] & 0x03));""]",T-3;,print_lcp_config_options,No,None,1
CVE-2017-13030,5dc1860d8267b1e0cb78c9ffa2a40bea2fdb3ddc,CWE-125,tcpdump,P-9;,"pimv1_join_prune_print
pimv1_print
cisco_autorp_print
pim_print
pimv2_addr_print
pimv2_print","[""bp""]",pimv1_join_prune_print,176,"[""ND_TCHECK2(bp[6], 2);""]",T-3;,pimv1_join_prune_print,No,None,1
CVE-2017-13031,2d669862df7cd17f539129049f6fb70d17174125,CWE-125,tcpdump,P-10;,frag6_print,"[""dp"", ""ip6f_offlg""]",frag6_print,297,"[""(uintptr_t) & (var) <= (uintptr_t) ndo->ndo_snapend - (l)));""]",T-3;,frag6_print,No,None,1
CVE-2017-13032,1bc78d795cd5cad5525498658f414a11ea0a7e9c,CWE-125,tcpdump,"P-9;
P-10;",print_attr_string,"[""data""]",print_attr_string,550,"[""for (i= 0;"", ""* data && i < length;"", ""i++, data++);""]",T-3;,print_attr_string,No,None,1
CVE-2017-13033,ae83295915d08a854de27a88efac5dd7353e6d3f,CWE-125,tcpdump,"P-2;
P-3;
P-4;
P-9;",vtp_print,"[""tptr""]",fn_printzp,"[217, 278, 279]","[""c= * s++;"", ""type= * tptr;"", ""tlv_len= * (tptr + 1);""]",T-3;,"vtp_print
fn_printzp",Yes,caller type,2
CVE-2017-13034,da6f1a677bfa4476abaeaf9b1afe1c4390f51b41,CWE-125,tcpdump,"P-3;
P-11;",pgm_print,"[""bp""]",pgm_print,365,"[""switch (EXTRACT_16BITS(bp)) {;""]",T-3;,pgm_print,No,None,1
CVE-2017-13035,571a6f33f47e7a2394fa08f925e534135c29cf1e,CWE-125,tcpdump,"P-1;
P-5;
P-9;
P-10;",isis_print_id,"[""cp""]",isis_print_id,1651,"[""snprintf(pos, sizeof (id) - (pos - id), \"" % 02x\"", * cp++);""]",T-3;,isis_print_id,No,None,1
CVE-2017-13036,88b2dac837e81cf56dce05e6e7b5989332c0092d,CWE-125,tcpdump,P-3;,ospf6_decode_v3,"[""hellop"", ""hello_options""]",ospf6_decode_v3,740,"[""EXTRACT_32BITS(& hellop->hello_options))));""]",T-3;,ospf6_decode_v3,No,None,1
CVE-2017-13037,2c2cfbd2b771ac888bc5c4a6d922f749d3822538,CWE-125,tcpdump,"P-3;
P-10;
P-11;","ip_printts
ip_optprint","[""cp [ len ]""]",getname,"[220, 245]","[""ND_PRINT((ndo, \"" % s % d@ % s\"", type, EXTRACT_32BITS(& cp[len + hoplen - 4]),;"", ""memcpy(& addr, ap, sizeof (addr));""]",T-3;,"ip_printts
getname",Yes,caller type,2
CVE-2014-9664,dd89710f0f643eb0f99a3830e0712d26c7642acd,CWE-119,freetype2,P-10;,parse_charstrings,"[""cur""]",ps_table_add,216,"[""FT_MEM_COPY(table->block + table->cursor, object, length);""]",T-1;,"parse_charstrings
ps_table_add",Yes,caller type,2
CVE-2014-9665,54abd22891bd51ef8b533b24df53b3019b5cee81,CWE-119,freetype2,P-9;,Load_SBit_Png,"[""map"", ""rows"", ""width""]",Load_SBit_Png,"[272, 274, 350]","[""size= map->rows * map->pitch;"", ""error= ft_glyphslot_alloc_bitmap(slot, size);"", ""rows[i]= map->buffer + (y_offset + i) * map->pitch + x_offset * 4;"", ""/ / 最终的sink点;""]",T-3;,Load_SBit_Png,No,None,1
CVE-2014-9667,677ddf4f1dc1b36cef7c7ddd59a14c508f4b1891,CWE-119,freetype2,P-10;,"check_table_dir
tt_face_load_font_dir","[""table"", ""Length"", ""Offset"", ""-----"", ""entry""]",check_table_dir,"[210, 398]","[""if (table.Offset + table.Length > stream->size);"", ""if (entry->Offset + entry->Length > stream->size);""]",T-4;,check_table_dir,No,None,1
CVE-2014-9668,f46add13895337ece929b18bb8f036431b3fb538,CWE-119,freetype2,P-10;,woff_open_font,"[""table"", ""OrigLength""]",FT_Gzip_Uncompress,715,"[""err= inflateInit2(& stream, MAX_WBITS);""]",T-1;,"woff_open_font
FT_Gzip_Uncompress",Yes,caller type,2
CVE-2014-9669,602040b1112c9f94d68e200be59ea7ac3d104565,CWE-125,freetype2,P-10;,"tt_cmap8_validate
tt_cmap10_validate
tt_cmap12_validate
tt_cmap13_validate
tt_cmap14_validate","[""num_groups""]",tt_cmap8_validate,"[1685, 1686, 1687]","[""start= TT_NEXT_ULONG(p);"", ""end= TT_NEXT_ULONG(p);"", ""start_id= TT_NEXT_ULONG(p);""]",T-3;,tt_cmap8_validate,No,None,1
CVE-2014-9670,ef1eba75187adfac750f326b563fe543dd5ff4e6,CWE-189,freetype2,P-9;,pcf_get_encodings,"[""firstCol"", ""lastCol"", ""firstRow"", ""lastRow""]",pcf_get_encodings,840,"[""if (FT_NEW_ARRAY(encoding, nencoding));""]",T-1;,pcf_get_encodings,No,None,1
CVE-2014-9672,18a8f0d9943369449bc4de92d411c78fb08d616c,CWE-119,freetype2,"P-1;
P-10;",parse_fond,"[""string_count""]",parse_fond,473,"[""if (j < string_count && (s= names[j]) != NULL);""]",T-2;,parse_fond,No,None,1
CVE-2014-9673,35252ae9aa1dd9343e9f4884e9ddb1fee10ef415,CWE-119,freetype2,P-9;,Mac_Read_POST_Resource,"[""rlen""]",Mac_Read_POST_Resource,"[1669, 145]","[""error= FT_Stream_Read(stream, (FT_Byte *) pfb_data + pfb_pos, rlen);"", ""FT_MEM_COPY(buffer, stream->base + pos, read_bytes);""]",T-1;,Mac_Read_POST_Resource,No,None,1
CVE-2016-10328,beecf80a6deecbaf5d264d4f864451bde4fe98b8,CWE-787,freetype2,,cff_parser_run,"[""num_args""]",cff_parser_run,1430,"[""* parser->top= p;""]",T-3;,cff_parser_run,No,None,1
CVE-2017-7857,7bbb91fbf47fc0775cc9705673caf0c47a81f94b,CWE-787,freetype2,P-10;,sfnt_init_face,"[""face"", ""TTAG_CFF"", ""stream""]",TT_Get_MM_Var,"[2039, 2046]","[""if (FT_ALLOC(mmvar, face->blend->mmvar_len));"", ""mmvar->num_axis= fvar_head.axisCount;""]",T-1;,"sfnt_init_face
tt_face_init
TT_Get_MM_Var",Yes,callee type,3
